                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                 1.0851,                 1.1652,                0.24362,                0.57882,                0.98024,                 0.8684,                   0.85,                0.89189,                0.53797,                0.77305,                    0.7,                0.71696,                0.51752,                 1.4676,                  2.254,                0.03032,                0.69406,                 1.2194,               0.006634,               0.006634,               0.006634
                     70,                 1.0201,                 1.0443,                0.19881,                 0.5755,                0.95767,                0.88849,                   0.85,                0.87798,                 0.5252,                0.80369,                   0.75,                0.73488,                0.50097,                 1.4871,                 2.2429,                0.02972,                0.70784,                 1.2063,              0.0065845,              0.0065845,              0.0065845
                     71,                0.95185,                 1.0111,                0.22658,                 0.5518,                0.95734,                0.91896,                  0.875,                 0.9022,                0.54256,                0.77079,                0.75674,                0.77228,                 0.5259,                 1.4776,                 2.2591,                0.02831,                0.69747,                 1.2357,               0.006535,               0.006535,               0.006535
                     72,                0.97982,                 1.1615,                0.15125,                0.55361,                 0.9437,                0.91896,                  0.875,                 0.9022,                0.54256,                0.77079,                0.75674,                0.77228,                 0.5259,                 1.4776,                 2.2591,                0.02831,                0.69747,                 1.2357,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.0125,                0.95708,                0.18903,                0.56533,                0.97943,                0.91862,                0.84665,                0.89017,                0.52045,                0.79853,                  0.725,                0.72874,                0.52322,                 1.5084,                 2.2885,                0.02842,                 0.7274,                 1.2513,               0.006436,               0.006436,               0.006436
                     74,                0.97573,                0.95339,                 0.1703,                0.55173,                0.96662,                0.91405,                   0.85,                0.86928,                0.50105,                0.82166,                   0.75,                0.72374,                0.48825,                 1.4796,                 2.3617,                0.03059,                0.73071,                 1.2089,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.0291,                0.99405,                0.22596,                0.55046,                0.96059,                0.92295,                0.89842,                0.91701,                0.56629,                0.75456,                 0.7687,                0.73422,                0.52129,                 1.4723,                 2.1537,                0.02741,                 0.7082,                 1.2457,               0.006337,               0.006337,               0.006337
                     76,                 1.0241,                0.99269,                0.15361,                0.54965,                0.94302,                0.92295,                0.89842,                0.91701,                0.56629,                0.75456,                 0.7687,                0.73422,                0.52129,                 1.4723,                 2.1537,                0.02741,                 0.7082,                 1.2457,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.0076,                 1.0919,                0.28755,                0.54905,                0.98673,                 0.9457,                  0.875,                0.88923,                 0.5515,                0.80982,                   0.75,                0.75313,                0.55615,                 1.4664,                 2.1331,                0.03584,                0.66654,                 1.2247,               0.006238,               0.006238,               0.006238
                     78,                0.94592,                0.94413,                0.22777,                0.52791,                0.93128,                0.93726,                   0.85,                0.89469,                0.57208,                0.79892,                0.79472,                0.81032,                0.54539,                 1.4229,                 2.0729,                 0.0355,                0.70363,                 1.2044,              0.0061885,              0.0061885,              0.0061885
                     79,                0.92302,                0.96667,                0.18955,                0.50738,                0.94464,                0.91794,                  0.875,                0.91146,                0.56614,                0.78643,                   0.75,                 0.7684,                0.54606,                 1.4471,                 2.1912,                0.03111,                 0.7218,                 1.2137,               0.006139,               0.006139,               0.006139
                     80,                0.92785,                0.98887,                0.18443,                0.51617,                0.93498,                0.91794,                  0.875,                0.91146,                0.56614,                0.78643,                   0.75,                 0.7684,                0.54606,                 1.4471,                 2.1912,                0.03111,                 0.7218,                 1.2137,              0.0060895,              0.0060895,              0.0060895
                     81,                 0.9873,                0.94713,                0.15443,                0.53369,                0.93525,                 0.8934,                  0.875,                0.90566,                0.56453,                0.83186,                0.74227,                0.77588,                0.55506,                 1.4635,                 2.0689,                0.03256,                0.70387,                 1.2409,                0.00604,                0.00604,                0.00604
                     82,                0.95969,                0.83402,                0.16735,                0.53587,                0.93945,                0.91949,                  0.875,                0.91045,                0.56702,                0.82275,                  0.725,                0.73756,                 0.5381,                 1.4164,                 2.0908,                0.03123,                0.69594,                 1.2254,              0.0059905,              0.0059905,              0.0059905
                     83,                0.96877,                 1.0616,                0.20586,                 0.5264,                0.95977,                0.85277,                0.86892,                0.91199,                0.55989,                0.82208,                  0.725,                0.75197,                0.59251,                  1.444,                 2.1199,                0.03169,                0.72164,                 1.2184,               0.005941,               0.005941,               0.005941
                     84,                 0.9279,                0.83731,                0.21576,                0.51059,                0.96635,                0.85277,                0.86892,                0.91199,                0.55989,                0.82208,                  0.725,                0.75197,                0.59251,                  1.444,                 2.1199,                0.03169,                0.72164,                 1.2184,              0.0058915,              0.0058915,              0.0058915
