                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 0.3753,                0.65423,                0.25981,                0.82504,                0.98703,                0.97928,                0.99366,                0.92792,                0.96282,                0.95376,                0.97168,                0.82607,                0.38122,                0.85681,                0.23248,                0.83651,               0.001585,               0.001585,               0.001585
                     87,                0.37522,                0.65186,                 0.2591,                0.82478,                0.98694,                0.97854,                0.99335,                0.93147,                0.96485,                0.95445,                0.97343,                0.82998,                 0.3756,                0.84269,                0.22996,                 0.8366,               0.001486,               0.001486,               0.001486
                     88,                0.36688,                  0.644,                0.25491,                0.82165,                0.98721,                0.97965,                 0.9935,                0.93108,                0.96453,                0.95376,                0.97233,                0.83202,                0.37513,                0.85686,                0.23039,                0.83596,               0.001387,               0.001387,               0.001387
                     89,                0.36771,                0.64988,                 0.2561,                0.82199,                0.98769,                0.97996,                0.99364,                0.93119,                0.96341,                0.95466,                0.97461,                0.83269,                0.37451,                0.84908,                 0.2296,                 0.8366,               0.001288,               0.001288,               0.001288
                     90,                0.36262,                0.61894,                0.25256,                0.82137,                0.99067,                 0.9823,                0.99398,                0.93129,                0.96695,                0.95782,                0.97407,                0.83366,                0.37673,                0.87712,                0.22862,                0.83657,               0.001189,               0.001189,               0.001189
                     91,                0.36303,                 0.6285,                0.25229,                0.82186,                0.98917,                 0.9803,                0.99357,                0.93121,                0.96742,                0.95588,                0.97503,                0.83138,                0.37359,                0.85242,                0.22653,                0.83655,                0.00109,                0.00109,                0.00109
                     92,                0.36222,                0.63142,                 0.2522,                0.82179,                0.98511,                0.97896,                0.99325,                0.93192,                0.96782,                0.95265,                0.97426,                0.83285,                0.37116,                0.85591,                0.22572,                0.83501,               0.000991,               0.000991,               0.000991
                     93,                0.36361,                0.62611,                0.25284,                0.82328,                0.98992,                0.98055,                 0.9936,                0.93267,                0.96676,                0.95753,                0.97559,                0.83288,                 0.3721,                0.86956,                0.22652,                0.83514,               0.000892,               0.000892,               0.000892
                     94,                0.36067,                0.63472,                0.25195,                0.82276,                0.98773,                0.98242,                0.99366,                0.93326,                0.96308,                0.95542,                0.97299,                 0.8334,                 0.3703,                0.85125,                0.22585,                0.83574,               0.000793,               0.000793,               0.000793
                     95,                 0.3574,                0.63739,                0.25026,                0.82064,                0.98991,                0.98113,                0.99387,                0.93352,                0.96635,                0.95782,                0.97524,                0.83384,                0.36958,                 0.8627,                0.22439,                0.83389,               0.000694,               0.000694,               0.000694
                     96,                0.35243,                0.62481,                 0.2477,                0.82051,                0.99102,                 0.9815,                0.99399,                0.93263,                0.96748,                0.95766,                0.97633,                0.83448,                0.36888,                0.85933,                 0.2256,                0.83465,               0.000595,               0.000595,               0.000595
                     97,                0.35628,                0.61658,                 0.2497,                0.82018,                0.98808,                0.98162,                0.99372,                0.93252,                0.96275,                0.95611,                 0.9736,                0.83363,                0.36926,                0.86359,                0.22438,                0.83471,               0.000496,               0.000496,               0.000496
                     98,                0.35103,                0.60186,                0.24599,                 0.8195,                0.98876,                0.97965,                0.99369,                0.93227,                0.96629,                0.95456,                 0.9742,                0.83445,                0.36954,                0.86742,                0.22374,                0.83377,               0.000397,               0.000397,               0.000397
                     99,                0.34913,                0.61043,                0.24576,                0.81888,                0.98844,                0.98039,                0.99373,                0.93336,                0.96527,                0.95708,                0.97546,                0.83424,                0.36811,                 0.8627,                0.22395,                0.83403,               0.000298,               0.000298,               0.000298
